transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes,is_valid,suspicious_amount,is_duplicate,invalid_sender_iban,invalid_receiver_iban,is_future
09014df4-9044-4d02-aa2a-ad518a2d5a85,2025-12-28 02:52:00,37939.81,SEK,SE8902ALWE64418794375241,SE8902DGRO18476288845448,Sweden,Karlskrona,Sweden,Jönköping,outgoing,Utility bill,True,False,False,False,False,True
a7db0657-1d48-46ae-ae15-924fe28e1830,2025-11-11 23:52:00,15663.49,SEK,SE8902VEMX25234923276716,SE8902POYE56306553396402,Sweden,Mölndal,Sweden,Malmö,incoming,Gift to family member,True,False,False,False,False,True
4c3d87ff-de81-4210-974e-fe630cd4c38c,2025-06-18 21:04:00,26853.42,SEK,SE8902IPMR06918676283049,SE8902QVLD06706916367921,Sweden,Västerås,Sweden,Örebro,incoming,Consulting fee,True,False,False,False,False,True
c5f33f02-ff40-48f0-a913-f31f87b359ce,2026-01-08 16:31:00,26479.6,SEK,SE8902GUBN02340962282734,SE8902EJYN15169896233918,Sweden,Linköping,Sweden,Helsingborg,outgoing,Utility bill,True,False,False,False,False,True
a659d979-c527-43bb-8e07-7e8917a340fd,2025-11-07 05:26:00,3694.83,SEK,SE8902MSKS70942503348697,SE8902MJIL81207705272655,Sweden,Kristianstad,Sweden,Kristianstad,incoming,Gift to family member,True,False,False,False,False,True
19875a75-4690-4e2d-a874-0b57fc894a7b,2025-12-10 07:00:00,24255.83,SEK,SE8902TKZA24932488770695,SE8902WOXH43586674611980,Sweden,Malmö,Sweden,Borlänge,incoming,Salary payment,True,False,False,False,False,True
3f547c48-8d64-45a1-a32c-be5837cd786e,2025-11-05 05:37:00,1079.0,SEK,SE8902WCIT71011280885223,SE8902MJIL81207705272655,Sweden,Skellefteå,Sweden,Malmö,outgoing,Insurance payout,True,False,False,False,False,True
2a6debcd-0b76-43ee-8d62-d4257dc6fec6,2026-03-21 12:53:00,32257.41,SEK,SE8902RHZS07263432451114,SE8902KMMG56349206484127,Sweden,Karlskoga,Sweden,Karlskoga,incoming,,True,False,False,False,False,True
0be75e8d-d8eb-47d5-a7ff-df0be72a1145,2026-04-16 06:03:00,12478.16,SEK,SE8902TTCV22659277900658,SE8902HAHX05192939117708,,Karlskrona,Sweden,Varberg,outgoing,Utility bill,True,False,False,False,False,True
866e389a-75fb-4bef-aee0-85377a125046,2025-08-22 19:31:00,25115.26,SEK,SE8902AJRJ35802643947946,SE8902ZVTV98812993474647,Sweden,Landskrona,Sweden,Kristianstad,outgoing,,True,False,False,False,False,True
ea8d53ee-c623-41f1-8e85-0fef1cce1584,2026-01-25 16:14:00,29060.08,SEK,SE8902IGKY05275707479128,SE8902WSFB21589079568833,Sweden,Karlstad,Sweden,Helsingborg,incoming,Tax refund,True,False,False,False,False,True
7a3f8300-342e-4e26-9164-92bd0f935cf4,2025-09-03 18:43:00,20419.07,SEK,SE8902UPQN50233742051449,SE8902BWOT03489901672599,Sweden,Linköping,Sweden,Sandviken,outgoing,Utility bill,True,False,False,False,False,True
e3aa8cfc-37ba-4fd9-b377-797c2b53af8e,2025-07-26 15:14:00,32657.15,SEK,SE8902BIRC46206283725522,SE8902VBPS31468933549596,Sweden,Örnsköldsvik,Sweden,Karlskoga,incoming,,True,False,False,False,False,True
8b75d6c5-0051-477a-bc6f-6a4245e71aea,2026-04-18 22:12:00,11868.32,SEK,SE8902RQNM94686024135916,SE8902TONI18274393550042,Sweden,Piteå,Sweden,Sandviken,incoming,Consulting fee,True,False,False,False,False,True
9306d992-9ba3-497e-abc5-d070b8c9de8a,2025-11-20 18:58:00,31656.46,SEK,SE8902QIQI47434237190569,SE8902EYZV57214534359238,Sweden,Skellefteå,Sweden,Göteborg,incoming,Insurance payout,True,False,False,False,False,True
07146d2a-ea9b-46d2-aa7e-ac64db7328c3,2025-08-25 02:50:00,17345.6,SEK,SE8902JXAL47272008936438,SE8902KMXN52564213381947,Sweden,Trollhättan,Sweden,Malmö,incoming,Reimbursement for travel,True,False,False,False,False,True
ccb0a0f6-1247-4e24-932c-640f11650693,2025-11-02 03:33:00,42254.62,SEK,SE8902YMWM67923221263529,SE8902ZCTK81497780781136,Sweden,Varberg,Sweden,Varberg,incoming,Rent transfer,True,False,False,False,False,True
4e3e3a57-2058-48f7-8a47-7321c6bbc3b4,2025-11-04 22:32:00,1890.57,SEK,SE8902WCIT71011280885223,SE8902XZAS22158117574887,Sweden,Karlskoga,Sweden,Göteborg,incoming,Insurance payout,True,False,False,False,False,True
5913b364-07f7-4c3d-9f96-d48b74ee923d,2025-08-31 09:35:00,33159.9,SEK,SE8902REOE84824920257605,SE8902XNEE54146257506129,Sweden,Lidingö,Sweden,Motala,incoming,Loan repayment,True,False,False,False,False,True
3b98846b-a45c-4a8f-9a24-2ae34fd2629f,2025-07-05 21:49:00,32871.37,SEK,SE8902XARR24637715791113,SE8902WRAH16184147348462,Sweden,Falun,Sweden,Kalmar,outgoing,,True,False,False,False,False,True
abdc1444-72cd-4aae-aa12-45b3ea00d222,2025-07-30 12:04:00,34502.03,SEK,SE8902ORRS48118816092087,SE8902FBTR73223116722714,Sweden,Västerås,Sweden,Mölndal,outgoing,Reimbursement for travel,True,False,False,False,False,True
d5d95414-ce4e-4aa7-a408-8baef0e521a0,2025-12-27 18:39:00,4598.49,SEK,SE8902HQID54921038055598,SE8902VPUM81969837191902,Sweden,Linköping,Sweden,Borlänge,outgoing,Subscription fee,True,False,False,False,False,True
98da3962-664e-47ac-bfa3-dde42969bcad,2025-06-25 08:04:00,17980.35,SEK,SE8902PQTC99238321979954,SE8902FMGF16921362391617,Sweden,Sandviken,Sweden,Helsingborg,incoming,,True,False,False,False,False,True
02cecbdc-8ebb-42ec-8267-63d51754e953,2025-06-29 21:38:00,3315.51,SEK,SE8902FHHP30665400671103,SE8902QVVH33425126369593,Sweden,Halmstad,Sweden,Stockholm,incoming,Online purchase,True,False,False,False,False,True
6fd3e225-b715-4932-a299-c8511a36572f,2025-12-04 10:37:00,27922.71,SEK,SE8902WOXH43586674611980,SE8902MTEW80340871788369,Sweden,Västerås,Sweden,Sundsvall,outgoing,Online purchase,True,False,False,False,False,True
26be96ea-409e-4520-9ca9-457ff6c2f00b,2026-02-09 14:02:00,3317.85,SEK,SE8902FEUM16554377486070,SE8902IXLN09147641003463,Sweden,Uddevalla,Sweden,Motala,incoming,Loan repayment,True,False,False,False,False,True
50cc11c2-2faa-4479-b3a9-da6275e767cc,2025-12-21 04:23:00,39880.26,SEK,SE8902FTIV24633690574571,SE8902DBWG37143242474670,Sweden,Skövde,Sweden,Alingsås,outgoing,Loan repayment,True,False,False,False,False,True
7e4ba5fb-bde0-403f-b1ea-b9c890ab078b,2025-08-24 04:08:00,38445.81,SEK,SE8902DAYC14364335693782,SE8902UIXL22740523863004,Sweden,Malmö,Sweden,Trelleborg,incoming,Rent transfer,True,False,False,False,False,True
58e84a94-ec57-4026-b4a7-3b4aec67ec88,2026-03-27 18:13:00,46975.42,SEK,SE8902QIQI47434237190569,SE8902HAYZ30931717835549,Sweden,Nyköping,Sweden,Halmstad,outgoing,Reimbursement for travel,True,False,False,False,False,True
aa9eabcc-6326-4083-ba95-67a6d7fb4c90,2025-08-18 17:13:00,13162.39,SEK,SE8902PLXR29095818137187,SE8902RTPP26534696624492,Sweden,Jönköping,Sweden,Landskrona,outgoing,Salary payment,True,False,False,False,False,True
79fada0e-6c50-4ccd-b1d7-548c4466d250,2026-01-05 17:43:00,39528.36,SEK,SE8902URSS59260219235990,SE8902MJIL81207705272655,Sweden,Umeå,Sweden,Norrköping,outgoing,Consulting fee,True,False,False,False,False,True
87d345d6-2f05-4f0b-bf83-eb7615db1181,2025-07-20 23:51:00,41643.56,SEK,SE8902FWBT85916441228504,SE8902RUZG18814542051536,Sweden,Sundsvall,Sweden,Kristianstad,outgoing,Salary payment,True,False,False,False,False,True
daee67a4-1722-4656-a1e5-9c5818fc7208,2025-06-03 06:50:00,5150.85,SEK,SE8902GSWE68166162519198,SE8902RYJW27814189025495,Sweden,Borlänge,Sweden,Karlstad,incoming,Utility bill,True,False,False,False,False,True
fe2c0db1-bae7-49ef-8044-5a5522820f37,2025-08-04 17:54:00,18518.13,SEK,SE8902RENF20626970972224,SE8902DAYC14364335693782,Sweden,Lidköping,Sweden,Sundsvall,outgoing,Subscription fee,True,False,False,False,False,True
9999e9eb-6ba4-4524-80e5-22ee78a42b9b,2025-12-31 12:54:00,39610.16,SEK,SE8902EHTU59069815598850,SE8902FMGF16921362391617,Sweden,Uddevalla,Sweden,Kristianstad,outgoing,Tax refund,True,False,False,False,False,True
6d5cefcd-a564-40a8-a18e-14eb40825253,2026-04-09 20:44:00,44734.18,SEK,SE8902SJTM65462604716724,SE8902SVVA72606563438599,Sweden,Motala,Sweden,Sundsvall,outgoing,Insurance payout,True,False,False,False,False,True
40cbdf2d-d7cc-417e-bf84-13b5d2e44ded,2026-02-13 04:26:00,8146.87,SEK,SE8902POUN96279557917869,SE8902NMLM36956633220058,Sweden,Skövde,Sweden,Karlstad,incoming,Loan repayment,True,False,False,False,False,True
5e47c71b-5765-4c53-a96a-94a98765c18a,2025-07-22 20:38:00,6229.8,SEK,SE8902QVLD06706916367921,SE8902AHHW25831609187762,Sweden,Linköping,Sweden,Umeå,incoming,Rent transfer,True,False,False,False,False,True
24adbe12-14c1-4433-897f-e61f64f54cf6,2025-06-10 01:20:00,5641.01,SEK,SE8902JPPD16064860435781,SE8902VTXY24068790036789,Sweden,Skövde,Sweden,Gävle,incoming,Reimbursement for travel,True,False,False,False,False,True
2d78c968-765e-4a85-be1c-67f4e582a5fe,2026-04-12 11:44:00,39089.05,SEK,SE8902RCRK00671714230376,SE8902LFCU74107203362240,Sweden,Kristianstad,Sweden,Ängelholm,incoming,Freelance project payment,True,False,False,False,False,True
3e34d51b-9321-4ce6-a861-5f7783fc1d95,2026-02-28 06:02:00,42554.57,SEK,SE8902XPHQ15953762308017,SE8902GUKI33865782482701,Sweden,Malmö,Sweden,Lund,incoming,Online purchase,True,False,False,False,False,True
785a55ea-8e14-41ed-bc7f-839e995c337c,2025-09-26 19:53:00,29296.59,SEK,SE8902PSRJ65756431691707,SE8902MORC95963771559704,Sweden,Falun,Sweden,Örebro,incoming,Subscription fee,True,False,False,False,False,True
037c7fae-6088-463b-aba0-3ab329293be0,2025-12-18 20:55:00,48953.67,SEK,SE8902NOMU53996442028881,SE8902DAYC14364335693782,Sweden,Trollhättan,Sweden,Västerås,outgoing,Utility bill,True,False,False,False,False,True
6600c9d6-c134-4561-9be1-19457ac9e212,2026-01-11 12:09:00,8008.16,SEK,SE8902NQVT00867426002134,SE8902ZNHI21783939608864,Sweden,Skövde,Sweden,Karlskrona,incoming,Subscription fee,True,False,False,False,False,True
377ca356-c39c-4a68-8801-cb3ed9837cf1,2025-05-28 18:46:00,40288.97,SEK,SE8902JVFU12272732120946,SE8902HNSY33169866302829,Sweden,Eskilstuna,Sweden,Karlskoga,incoming,Freelance project payment,True,False,False,False,False,True
f02afb3d-8108-4e75-b6d8-8a4485a49a98,2025-07-05 11:13:00,24584.9,SEK,SE8902BUFN52320844378385,SE8902ZJJF79585810673366,Sweden,Alingsås,Sweden,Lidingö,incoming,Salary payment,True,False,False,False,False,True
830e90d0-a914-4b22-9098-807c60abfede,2025-09-10 06:49:00,2325.19,SEK,SE8902MYOF67830605702784,SE8902TTCV22659277900658,Sweden,Luleå,Sweden,Sandviken,incoming,,True,False,False,False,False,True
b1aaab37-060a-47b7-8c15-0e5d526260e3,2026-03-09 04:01:00,17579.42,SEK,SE8902TDWF15245617438533,SE8902ANWR22887008474492,Sweden,Lund,Sweden,Lidköping,incoming,Freelance project payment,True,False,False,False,False,True
4e18301c-8c21-4c3a-9ceb-01b3630b12cd,2025-10-22 01:44:00,46885.73,SEK,SE8902VJHZ33855900402507,SE8902JWPZ44810854846338,Sweden,Växjö,Sweden,Lidköping,outgoing,Freelance project payment,True,False,False,False,False,True
48e456ea-2da3-4352-835f-5a512e075698,2025-07-03 04:33:00,21804.84,SEK,SE8902JWGD74194436561021,SE8902QTON45088878513232,Sweden,Norrköping,Sweden,Karlskrona,incoming,Rent transfer,True,False,False,False,False,True
d659653d-586f-4d01-952b-4f7629ce66b4,2025-08-22 16:41:00,43725.5,SEK,SE8902AZOB63571733972059,SE8902WQDQ90710651633977,Sweden,Sundsvall,Sweden,Södertälje,incoming,Consulting fee,True,False,False,False,False,True
7c1db773-7fa1-4c53-ba2c-8149bacbad25,2026-03-21 11:36:00,38584.33,SEK,SE8902OATV02658940061811,SE8902DGBN51946839388357,Sweden,Stockholm,Sweden,Varberg,outgoing,Mobile recharge,True,False,False,False,False,True
e1b443c8-7553-464b-a7e6-646d8c110b4c,2025-09-15 13:03:00,39481.15,SEK,GB77DAIG13129758352783,SE8902CKQN72795971469366,Sweden,Norrköping,Sweden,Mölndal,outgoing,Rent transfer,True,False,False,True,False,True
7dce54e9-a3fb-4b47-9595-600c8332dd25,2026-02-19 16:40:00,23069.79,SEK,SE8902ELOW76907000148619,GB11YIBB83334468829838,Sweden,Karlskrona,Sweden,Borås,outgoing,,True,False,False,False,True,True
27430ab0-6eda-4653-9d0a-d32c15b896d4,2026-02-05 22:51:00,24737.2,SEK,SE8902RMLX84077931088026,GB27KVCU18065434995599,Sweden,Trelleborg,Sweden,Helsingborg,incoming,Consulting fee,True,False,False,False,True,True
df82ef22-72b9-493d-aa58-253e0ebb57b4,2025-12-17 21:52:00,12494.31,USD,GB81SLXH39745602804788,SE8902CFVV30512683866714,Poland,Reda,Sweden,Landskrona,incoming,Tax refund,True,False,False,True,False,True
c21cd2e3-0dfa-41c8-a3e3-732ee36bf4bd,2025-07-30 23:16:00,45490.58,SEK,SE8902FPRI18674591891178,GB79FSDT86600848846700,Sweden,Eskilstuna,Denmark,Løkken,incoming,Insurance payout,True,False,False,False,True,True
f067cc46-5cfd-4ba5-85d1-5c6e8e6b041a,2026-04-08 04:16:00,6631.72,SEK,GB87VDIZ33626474748931,SE8902WYUG92028275995927,Sweden,Varberg,Sweden,Varberg,incoming,Reimbursement for travel,True,False,False,True,False,True
1cac1e95-87ce-44e8-8e0e-1c908b667db7,2025-07-17 10:50:00,36312.92,SEK,SE8902TXSH82999507978837,GB51MKRY79230675762799,Sweden,Gävle,Sweden,Sandviken,incoming,Reimbursement for travel,True,False,False,False,True,True
3e1a4ca3-dd4e-4ae4-bd88-df86b1a07f43,2025-12-30 00:32:00,22996.05,NOK,GB89XMLL59529045416765,SE8902IIVG09252145366202,Norway,Cecilieby,Sweden,Luleå,incoming,Payment for invoice #5826,True,False,False,True,False,True
2852eef8-0fb7-43e5-976c-092b915d2583,2025-11-07 05:03:00,9773.97,SEK,SE8902BBBD92900838719471,GB47KNXO30960871546969,Sweden,Kristianstad,Guam,North Trevor,outgoing,Rent transfer,True,False,False,False,True,True
54981581-dee5-430e-8379-3a5aa10d86b2,2026-03-10 20:31:00,10250.68,SEK,SE8902DDDT67161166312580,GB77OGFW93309455418879,Sweden,Malmö,Sweden,Lund,incoming,Utility bill,True,False,False,False,True,True
a3667f0d-557b-4af9-8302-b89a0355944c,2026-02-07 15:07:00,33979.18,SEK,GB44XUKC01973236108273,SE8902TGDM09742731733206,Sweden,Borås,Sweden,Lidköping,outgoing,Utility bill,True,False,False,True,False,True
dd39a8ba-b7b0-4e43-8bea-4e647bd577d7,2025-12-01 04:47:00,17218.71,SEK,SE8902RUPP97970833512919,GB47IDAL18506171063636,Sweden,Kalmar,Martinique,Kevintown,outgoing,Gift to family member,True,False,False,False,True,True
12175742-ac58-4dfa-bb28-db5fae0506d8,2025-10-29 00:00:00,171.81,SEK,SE8902SNGW19711846882889,GB09SLPT31074902601353,Sweden,Motala,Sweden,Gävle,incoming,Tax refund,True,False,False,False,True,True
812c6d67-65b2-49cc-bc67-abf90a2c1ec6,2025-06-12 04:34:00,42565.03,SEK,SE8902BFKJ67373461094245,GB13ACLK76202641144204,Sweden,Gävle,Seychelles,South Theresa,incoming,Subscription fee,True,False,False,False,True,True
1e29358a-f312-4a88-a880-ea93ab8a9cce,2025-06-11 09:36:00,42269.48,SEK,GB28LLTK54917338722482,SE8902XBIN60287954526260,Sweden,Sandviken,Sweden,Alingsås,incoming,,True,False,False,True,False,True
de4e25b5-c347-4fa2-b7d8-9a5faccdc4e2,2025-08-02 03:04:00,14794.94,SEK,SE8902KLRO16474013075873,GB43DVDI90015799863779,Sweden,Borås,Sweden,Ängelholm,incoming,,True,False,False,False,True,True
ffab1079-8750-465b-97a5-418635268c86,2025-07-29 15:33:00,45453.99,SEK,SE8902IWYC64669423845053,GB96PQJN62600106183269,Sweden,Växjö,Sweden,Luleå,incoming,,True,False,False,False,True,True
d4a5ae13-0437-4c6c-a7c5-63eb577d1ffc,2025-12-10 18:36:00,4636.53,USD,GB62OZQG63817463165150,SE8902GXLB05514229654020,Martinique,Johnsonburgh,Sweden,Norrköping,incoming,Salary payment,True,False,False,True,False,True
301508a6-0f27-480d-b9db-d873eb4ce2ab,2025-06-17 01:47:00,28608.29,USD,GB10PRHM60028247415210,SE8902UUHR56831431647978,Sao Tome and Principe,North Luke,Sweden,Luleå,outgoing,Loan repayment,True,False,False,True,False,True
ff8a4ca7-732d-47cd-8236-8c8b9dcb3852,2026-01-09 21:27:00,6362.77,SEK,SE8902LYWY52207782370009,GB96CMCX97230802339864,Sweden,Uppsala,Estonia,East Natalia,outgoing,Payment for invoice #8142,True,False,False,False,True,True
8a0e7888-beff-448a-9120-34172e9ba2f8,2025-09-11 18:23:00,47308.9,SEK,SE8902LYFI88654386046994,GB28LLJK21383949881708,Sweden,Trollhättan,Sweden,Mölndal,outgoing,Rent transfer,True,False,False,False,True,True
d861ce76-a6cc-4918-8322-d1af44f02821,2025-12-27 12:48:00,44580.41,SEK,SE8902IKZC79179007095909,GB57NPJB82070730845584,Sweden,Uppsala,Sweden,Lidingö,outgoing,Payment for invoice #8505,True,False,False,False,True,True
ac56f4e8-735f-4ca8-a751-9b9e0026f5a3,2025-09-08 12:31:00,31475.81,SEK,GB83VVFH63881768596864,SE8902IASU37111569398010,Sweden,Halmstad,Sweden,,outgoing,Rent transfer,True,False,False,True,False,True
3cbacf5c-591c-4dc6-9b74-69d696fe64fa,2025-08-29 21:02:00,19570.83,EUR,GB45DMGB31321264392928,SE8902EUXF81891691396825,Finland,Pukkila,Sweden,Uddevalla,outgoing,Rent transfer,True,False,False,True,False,True
e1a1661f-6675-4bf7-be72-80d3a96b1d7b,2025-09-27 11:23:00,48438.51,USD,GB08VABJ89926390601296,SE8902RCMN64982980569854,Armenia,East Christopherton,Sweden,Karlskoga,incoming,,True,False,False,True,False,True
7681b544-faae-4614-ad9b-5a94200b781b,2025-12-22 02:02:00,14.3,SEK,SE8902JTIU30473679174736,GB04RMJX62764111039893,Sweden,Skövde,Sweden,Örnsköldsvik,outgoing,,True,False,False,False,True,True
1bdf52e7-1290-40e9-a452-9b7f30607906,2025-05-30 06:05:00,43331.32,SEK,SE8902HNSY33169866302829,GB40AQPO69526979785215,Sweden,Karlskrona,Sweden,Nyköping,incoming,Subscription fee,True,False,False,False,True,True
d4e67dc6-4c4e-46c3-81e1-c721aa754e75,2025-12-01 12:18:00,10742.05,SEK,SE8902OYAH39744900512609,GB20NLBI43087819531711,Sweden,Örebro,Sweden,Stockholm,incoming,Loan repayment,True,False,False,False,True,True
19facec5-d1b5-4be7-acff-de085ccdb18c,2026-02-10 16:46:00,44707.39,SEK,SE8902JWPZ44810854846338,GB12GZUJ81352515213295,Sweden,Borås,Netherlands,Lauraview,incoming,Consulting fee,True,False,False,False,True,True
872192d2-846b-4a09-b9e6-98b86aa8fd80,2025-11-03 01:54:00,19276.4,JPY,GB62VZRT08812238678544,SE8902JXEZ02627245746002,Japan,福生市,Sweden,Borås,outgoing,Tax refund,True,False,False,True,False,True
c1ba1cf7-7e7a-4ec8-aefe-6c079662e630,2026-01-19 22:22:00,40477.59,SEK,GB23VRHG35886641501135,SE8902ZTXO23071825012027,Sweden,Norrköping,Sweden,Falun,outgoing,,True,False,False,True,False,True
07c1ee1d-128d-46bd-87e2-5b614d6d8a99,2025-06-26 09:19:00,4385.15,SEK,GB29BBDD91635586463231,SE8902OEJT81666216962345,Sweden,Varberg,Sweden,Västerås,incoming,,True,False,False,True,False,True
e83c85a4-7d63-4075-9817-d40ad358dc93,2025-12-03 16:40:00,13950.55,SEK,GB28MFDM44713835959958,SE8902EDII68114485236045,Sweden,Trollhättan,Sweden,Alingsås,outgoing,,True,False,False,True,False,True
140e0684-7c38-4512-ba19-b3b0cd12c93c,2026-03-16 21:53:00,36860.91,SEK,SE8902NOXD78517742994470,GB55EVIB74268647209468,Sweden,Piteå,Poland,Sanok,incoming,Tax refund,True,False,False,False,True,True
97aac1aa-02d3-4b3b-8af9-c8ce481641dd,2026-01-31 10:52:00,49922.98,SEK,SE8902NZPO70353430427963,GB81RHRM64353319093178,Sweden,Göteborg,Sweden,Ängelholm,outgoing,Freelance project payment,True,False,False,False,True,True
4030e0d0-9a31-4300-ac7c-bcecf9d63cda,2026-03-31 13:22:00,30136.66,SEK,GB85XPYX64071406284030,SE8902AUQD67157033620100,Sweden,Uddevalla,Sweden,Göteborg,incoming,Online purchase,True,False,False,True,False,True
30ca1844-d4ec-4b73-94f6-f5458035f1e3,2025-09-02 10:52:00,26861.37,SEK,SE8902LCFU45262185232485,GB93JRWD66871554890453,Sweden,Sandviken,Sweden,Uddevalla,incoming,Tax refund,True,False,False,False,True,True
e52cff94-3d0d-456e-878d-2678abb1c99e,2025-06-01 16:34:00,44727.91,SEK,SE8902XIPF48454762305912,GB07PZLV88640074121586,Sweden,Mölndal,Sweden,Ängelholm,outgoing,Tax refund,True,False,False,False,True,True
c2011c1d-1a51-454c-8d6f-0b3f93a8b317,2025-09-20 14:37:00,19184.39,SEK,SE8902SCUS02208585217420,GB58DUZQ29554852142629,Sweden,Södertälje,Sweden,Lund,incoming,Reimbursement for travel,True,False,False,False,True,True
